#peakID	chr	start	end	strand	PC1
chr21-16700000	chr21	16700000	16750000	+	-0.309938540009059
chr21-16750000	chr21	16750000	16800000	+	-0.41800376921041
chr21-16800000	chr21	16800000	16850000	+	-0.322898791467926
chr21-16850000	chr21	16850000	16900000	+	-0.382899976302389
chr21-16900000	chr21	16900000	16950000	+	-0.602506292487616
chr21-16950000	chr21	16950000	17000000	+	-0.786617365151159
chr21-17000000	chr21	17000000	17050000	+	-0.744791481334279
chr21-17050000	chr21	17050000	17100000	+	-0.661039292863306
chr21-17100000	chr21	17100000	17150000	+	-0.744597931970379
chr21-17150000	chr21	17150000	17200000	+	-0.832308698332797
chr21-17200000	chr21	17200000	17250000	+	-0.954716636173168
chr21-17250000	chr21	17250000	17300000	+	-0.949527512260431
chr21-17300000	chr21	17300000	17350000	+	-0.840245665648681
chr21-17350000	chr21	17350000	17400000	+	-0.453790095459912
chr21-17400000	chr21	17400000	17450000	+	0.163487017200482
chr21-17450000	chr21	17450000	17500000	+	0.269429216886678
chr21-17500000	chr21	17500000	17550000	+	0.201815999781872
chr21-17550000	chr21	17550000	17600000	+	0.0384881123522343
chr21-17600000	chr21	17600000	17650000	+	-0.574428889576632
chr21-17650000	chr21	17650000	17700000	+	-0.57811488191547
chr21-17700000	chr21	17700000	17750000	+	-0.341266008799529
chr21-17750000	chr21	17750000	17800000	+	-0.173065729131412
chr21-17800000	chr21	17800000	17850000	+	-0.189809944650492
chr21-17850000	chr21	17850000	17900000	+	-0.415571008678746
chr21-17900000	chr21	17900000	17950000	+	-0.825624054651058
chr21-17950000	chr21	17950000	18000000	+	-1.30744815192624
chr21-18000000	chr21	18000000	18050000	+	-1.26192391973599
chr21-18050000	chr21	18050000	18100000	+	-1.13581519945611
chr21-18100000	chr21	18100000	18150000	+	-1.20370464057599
chr21-18150000	chr21	18150000	18200000	+	-1.25215093784855
chr21-18200000	chr21	18200000	18250000	+	-1.23657487495485
chr21-18250000	chr21	18250000	18300000	+	-1.21276495659064
chr21-18300000	chr21	18300000	18350000	+	-1.19138299118692
chr21-18350000	chr21	18350000	18400000	+	-1.21643945840707
chr21-18400000	chr21	18400000	18450000	+	-1.2117735755922
chr21-18450000	chr21	18450000	18500000	+	-1.21130955369159
chr21-18500000	chr21	18500000	18550000	+	-1.14382342201598
chr21-18550000	chr21	18550000	18600000	+	-1.11221439530561
chr21-18600000	chr21	18600000	18650000	+	-1.21928016635878
chr21-18650000	chr21	18650000	18700000	+	-1.24373123940124
chr21-18700000	chr21	18700000	18750000	+	-1.14055857869888
chr21-18750000	chr21	18750000	18800000	+	-1.12000424391229
chr21-18800000	chr21	18800000	18850000	+	-1.08302570684954
chr21-18850000	chr21	18850000	18900000	+	-1.07692819557169
chr21-18900000	chr21	18900000	18950000	+	-1.03597230487697
chr21-18950000	chr21	18950000	19000000	+	-0.99821701760943
chr21-19000000	chr21	19000000	19050000	+	-1.12174576162378
chr21-19050000	chr21	19050000	19100000	+	-1.15650988524722
chr21-19100000	chr21	19100000	19150000	+	-1.19562610617846
chr21-19150000	chr21	19150000	19200000	+	-1.18710494657757
chr21-19200000	chr21	19200000	19250000	+	-1.15179958067283
chr21-19250000	chr21	19250000	19300000	+	-1.07267562107307
chr21-19300000	chr21	19300000	19350000	+	-1.01116075553388
chr21-19350000	chr21	19350000	19400000	+	-1.11287818672607
chr21-19400000	chr21	19400000	19450000	+	-1.11193479065849
chr21-19450000	chr21	19450000	19500000	+	-1.11601082906062
chr21-19500000	chr21	19500000	19550000	+	-1.066621147325
chr21-19550000	chr21	19550000	19600000	+	-1.04845834775472
chr21-19600000	chr21	19600000	19650000	+	-1.08504883222608
chr21-19650000	chr21	19650000	19700000	+	-1.14252499462986
chr21-19700000	chr21	19700000	19750000	+	-1.15113893138978
chr21-19750000	chr21	19750000	19800000	+	-1.03717354228436
chr21-19800000	chr21	19800000	19850000	+	-1.14114073842093
chr21-19850000	chr21	19850000	19900000	+	-1.1966748745799
chr21-19900000	chr21	19900000	19950000	+	-1.21750016672647
chr21-19950000	chr21	19950000	20000000	+	-1.22379169896495
chr21-20000000	chr21	20000000	20050000	+	-1.13943847160145
chr21-20050000	chr21	20050000	20100000	+	-1.10325264588264
chr21-20100000	chr21	20100000	20150000	+	-1.14750575100949
chr21-20150000	chr21	20150000	20200000	+	-1.05756626051866
chr21-20200000	chr21	20200000	20250000	+	-1.1017603428401
chr21-20250000	chr21	20250000	20300000	+	-1.19997276170643
chr21-20300000	chr21	20300000	20350000	+	-1.18009241602342
chr21-20350000	chr21	20350000	20400000	+	-1.15456703439146
chr21-20400000	chr21	20400000	20450000	+	-1.16047447196958
chr21-20450000	chr21	20450000	20500000	+	-1.09041905230529
chr21-20500000	chr21	20500000	20550000	+	-1.09265252305753
chr21-20550000	chr21	20550000	20600000	+	-1.16667226247955
chr21-20600000	chr21	20600000	20650000	+	-1.11075113465764
chr21-20650000	chr21	20650000	20700000	+	-1.15607366103852
chr21-20700000	chr21	20700000	20750000	+	-1.08287015786476
chr21-20750000	chr21	20750000	20800000	+	-1.07900664215944
chr21-20800000	chr21	20800000	20850000	+	-1.07819820508176
chr21-20850000	chr21	20850000	20900000	+	-1.12895135179756
chr21-20900000	chr21	20900000	20950000	+	-1.15006546891488
chr21-20950000	chr21	20950000	21000000	+	-1.07665424876024
chr21-21000000	chr21	21000000	21050000	+	-1.13530350427384
chr21-21050000	chr21	21050000	21100000	+	-1.09485968667579
chr21-21100000	chr21	21100000	21150000	+	-1.10765786617602
chr21-21150000	chr21	21150000	21200000	+	-1.22794763015285
chr21-21200000	chr21	21200000	21250000	+	-1.26037966061088
chr21-21250000	chr21	21250000	21300000	+	-1.274741025753
chr21-21300000	chr21	21300000	21350000	+	-1.19459335130637
chr21-21350000	chr21	21350000	21400000	+	-1.16385322017229
chr21-21400000	chr21	21400000	21450000	+	-1.09276084592562
chr21-21450000	chr21	21450000	21500000	+	-1.16374804178702
chr21-21500000	chr21	21500000	21550000	+	-1.26782929984484
chr21-21550000	chr21	21550000	21600000	+	-1.22679634046815
chr21-21600000	chr21	21600000	21650000	+	-1.32836313330948
chr21-21650000	chr21	21650000	21700000	+	-1.33924227829187
chr21-21700000	chr21	21700000	21750000	+	-1.23697119300764
chr21-21750000	chr21	21750000	21800000	+	-1.07707835918531
chr21-21800000	chr21	21800000	21850000	+	-1.04791695424825
chr21-21850000	chr21	21850000	21900000	+	-1.19716761522021
chr21-21900000	chr21	21900000	21950000	+	-1.20196369699537
chr21-21950000	chr21	21950000	22000000	+	-1.13082075697056
chr21-22000000	chr21	22000000	22050000	+	-1.15640058668851
chr21-22050000	chr21	22050000	22100000	+	-1.24166452785287
chr21-22100000	chr21	22100000	22150000	+	-1.18703243358074
chr21-22150000	chr21	22150000	22200000	+	-1.13537122878151
chr21-22200000	chr21	22200000	22250000	+	-1.25176194116452
chr21-22250000	chr21	22250000	22300000	+	-1.22869412563929
chr21-22300000	chr21	22300000	22350000	+	-1.11441748360244
chr21-22350000	chr21	22350000	22400000	+	-1.1599523150663
chr21-22400000	chr21	22400000	22450000	+	-1.18882522008081
chr21-22450000	chr21	22450000	22500000	+	-1.20996702966571
chr21-22500000	chr21	22500000	22550000	+	-1.21719452383874
chr21-22550000	chr21	22550000	22600000	+	-1.15545680900311
chr21-22600000	chr21	22600000	22650000	+	-1.15207632096243
chr21-22650000	chr21	22650000	22700000	+	-1.1864478290417
chr21-22700000	chr21	22700000	22750000	+	-1.24135327623935
chr21-22750000	chr21	22750000	22800000	+	-1.2201243711701
chr21-22800000	chr21	22800000	22850000	+	-0.989796873062453
chr21-22850000	chr21	22850000	22900000	+	-1.18502722833313
chr21-22900000	chr21	22900000	22950000	+	-1.20171479405813
chr21-22950000	chr21	22950000	23000000	+	-1.10342950267144
chr21-23000000	chr21	23000000	23050000	+	-1.16986523180708
chr21-23050000	chr21	23050000	23100000	+	-1.20103208935932
chr21-23100000	chr21	23100000	23150000	+	-1.14051196897297
chr21-23150000	chr21	23150000	23200000	+	-1.05586470324243
chr21-23200000	chr21	23200000	23250000	+	-1.19409037560392
chr21-23250000	chr21	23250000	23300000	+	-1.07265300707047
chr21-23300000	chr21	23300000	23350000	+	-0.966503791257429
chr21-23350000	chr21	23350000	23400000	+	-1.07351840544861
chr21-23400000	chr21	23400000	23450000	+	-1.01317075976331
chr21-23450000	chr21	23450000	23500000	+	-0.95106560217446
chr21-23500000	chr21	23500000	23550000	+	-0.995793000148601
chr21-23550000	chr21	23550000	23600000	+	-1.12436863365926
chr21-23600000	chr21	23600000	23650000	+	-1.25073743537134
chr21-23650000	chr21	23650000	23700000	+	-1.13858636508403
chr21-23700000	chr21	23700000	23750000	+	-0.966093887601099
chr21-23750000	chr21	23750000	23800000	+	-0.758372673255081
chr21-23800000	chr21	23800000	23850000	+	-0.80253187198615
chr21-23850000	chr21	23850000	23900000	+	-0.784298701062486
chr21-23900000	chr21	23900000	23950000	+	-0.619877344282113
chr21-23950000	chr21	23950000	24000000	+	-0.5791765104397
chr21-24000000	chr21	24000000	24050000	+	-0.695664337083736
chr21-24050000	chr21	24050000	24100000	+	-0.869094125257019
chr21-24100000	chr21	24100000	24150000	+	-0.891425070106595
chr21-24150000	chr21	24150000	24200000	+	-0.760067969514414
chr21-24200000	chr21	24200000	24250000	+	-0.71308196023529
chr21-24250000	chr21	24250000	24300000	+	-0.667789708014011
chr21-24300000	chr21	24300000	24350000	+	-0.655891863094355
chr21-24350000	chr21	24350000	24400000	+	-0.849214969702459
chr21-24400000	chr21	24400000	24450000	+	-0.869046629048298
chr21-24450000	chr21	24450000	24500000	+	-0.757196696341062
chr21-24500000	chr21	24500000	24550000	+	-0.805601246935164
chr21-24550000	chr21	24550000	24600000	+	-0.828609037520523
chr21-24600000	chr21	24600000	24650000	+	-0.822988802695475
chr21-24650000	chr21	24650000	24700000	+	-0.991748711255363
chr21-24700000	chr21	24700000	24750000	+	-0.940241005969934
chr21-24750000	chr21	24750000	24800000	+	-0.73617915192307
chr21-24800000	chr21	24800000	24850000	+	-0.812899720445122
chr21-24850000	chr21	24850000	24900000	+	-0.855023529414439
chr21-24900000	chr21	24900000	24950000	+	-0.893859049382016
chr21-24950000	chr21	24950000	25000000	+	-0.812121680656196
chr21-25000000	chr21	25000000	25050000	+	-0.922799291997513
chr21-25050000	chr21	25050000	25100000	+	-1.07843139356197
chr21-25100000	chr21	25100000	25150000	+	-0.958817538692328
chr21-25150000	chr21	25150000	25200000	+	-0.975365182000411
chr21-25200000	chr21	25200000	25250000	+	-0.966979458507376
chr21-25250000	chr21	25250000	25300000	+	-1.00573401685232
chr21-25300000	chr21	25300000	25350000	+	-1.03156203172025
chr21-25350000	chr21	25350000	25400000	+	-1.13788647734875
chr21-25400000	chr21	25400000	25450000	+	-1.1339540162966
chr21-25450000	chr21	25450000	25500000	+	-0.989840105194981
chr21-25500000	chr21	25500000	25550000	+	-0.754386375768802
chr21-25550000	chr21	25550000	25600000	+	-0.489297074061471
chr21-25600000	chr21	25600000	25650000	+	-0.127463411807555
chr21-25650000	chr21	25650000	25700000	+	0.00884771322165832
chr21-25700000	chr21	25700000	25750000	+	0.564676520577455
chr21-25750000	chr21	25750000	25800000	+	0.56712013743203
chr21-25800000	chr21	25800000	25850000	+	0.265832711934484
chr21-25850000	chr21	25850000	25900000	+	0.561859889234931
chr21-25900000	chr21	25900000	25950000	+	0.960661749417507
chr21-25950000	chr21	25950000	26000000	+	1.12774511380188
chr21-26000000	chr21	26000000	26050000	+	1.21652154132694
chr21-26050000	chr21	26050000	26100000	+	1.3048615318601
chr21-26100000	chr21	26100000	26150000	+	1.2495841260567
chr21-26150000	chr21	26150000	26200000	+	1.01449991815646
chr21-26200000	chr21	26200000	26250000	+	0.789566941234193
chr21-26250000	chr21	26250000	26300000	+	0.741649481945827
chr21-26300000	chr21	26300000	26350000	+	0.657911848407785
chr21-26350000	chr21	26350000	26400000	+	0.785040751056498
chr21-26400000	chr21	26400000	26450000	+	0.786584350549224
chr21-26450000	chr21	26450000	26500000	+	0.91194869907035
chr21-26500000	chr21	26500000	26550000	+	0.869553802430374
chr21-26550000	chr21	26550000	26600000	+	0.543234365461603
chr21-26600000	chr21	26600000	26650000	+	0.15331142377049
chr21-26650000	chr21	26650000	26700000	+	0.0363739345386933
chr21-26700000	chr21	26700000	26750000	+	-0.191516867266047
chr21-26750000	chr21	26750000	26800000	+	-0.723010563606618
chr21-26800000	chr21	26800000	26850000	+	-0.782328508703873
chr21-26850000	chr21	26850000	26900000	+	-0.945992309829473
chr21-26900000	chr21	26900000	26950000	+	-1.13757631052271
chr21-26950000	chr21	26950000	27000000	+	-1.21897998465121
chr21-27000000	chr21	27000000	27050000	+	-1.23449772725648
chr21-27050000	chr21	27050000	27100000	+	-1.24538906175657
chr21-27100000	chr21	27100000	27150000	+	-1.19816817521269
chr21-27150000	chr21	27150000	27200000	+	-1.11163012776009
chr21-27200000	chr21	27200000	27250000	+	-1.24130035572688
chr21-27250000	chr21	27250000	27300000	+	-1.18380695027517
chr21-27300000	chr21	27300000	27350000	+	-1.06195733110878
chr21-27350000	chr21	27350000	27400000	+	-1.32011956340229
chr21-27400000	chr21	27400000	27450000	+	-1.40394138523248
chr21-27450000	chr21	27450000	27500000	+	-1.21099928704727
chr21-27500000	chr21	27500000	27550000	+	-1.30557505754444
chr21-27550000	chr21	27550000	27600000	+	-1.36504762315455
chr21-27600000	chr21	27600000	27650000	+	-1.30474543644502
chr21-27650000	chr21	27650000	27700000	+	-1.23830205765055
chr21-27700000	chr21	27700000	27750000	+	-1.32761981753001
chr21-27750000	chr21	27750000	27800000	+	-1.38477263743536
chr21-27800000	chr21	27800000	27850000	+	-1.19033355042329
chr21-27850000	chr21	27850000	27900000	+	-1.2096259831118
chr21-27900000	chr21	27900000	27950000	+	-1.21080523859899
chr21-27950000	chr21	27950000	28000000	+	-1.16539777803115
chr21-28000000	chr21	28000000	28050000	+	-1.11562781895358
chr21-28050000	chr21	28050000	28100000	+	-1.24943589509719
chr21-28100000	chr21	28100000	28150000	+	-1.37751816919397
chr21-28150000	chr21	28150000	28200000	+	-1.29298787041826
chr21-28200000	chr21	28200000	28250000	+	-1.27605736596491
chr21-28250000	chr21	28250000	28300000	+	-1.32582973248029
chr21-28300000	chr21	28300000	28350000	+	-1.32840800269332
chr21-28350000	chr21	28350000	28400000	+	-1.35017669586151
chr21-28400000	chr21	28400000	28450000	+	-1.21617582577518
chr21-28450000	chr21	28450000	28500000	+	-1.14341729719241
chr21-28500000	chr21	28500000	28550000	+	-1.18698245527461
chr21-28550000	chr21	28550000	28600000	+	-1.26102847113917
chr21-28600000	chr21	28600000	28650000	+	-1.29813190963303
chr21-28650000	chr21	28650000	28700000	+	-1.19935378481958
chr21-28700000	chr21	28700000	28750000	+	-0.909583469110223
chr21-28750000	chr21	28750000	28800000	+	-0.631197857754443
chr21-28800000	chr21	28800000	28850000	+	-0.332614202275778
chr21-28850000	chr21	28850000	28900000	+	-0.0512595522235554
chr21-28900000	chr21	28900000	28950000	+	0.0866186749643159
chr21-28950000	chr21	28950000	29000000	+	0.516370012339232
chr21-29000000	chr21	29000000	29050000	+	0.908583053901552
chr21-29050000	chr21	29050000	29100000	+	0.674622835424967
chr21-29100000	chr21	29100000	29150000	+	0.776162961632225
chr21-29150000	chr21	29150000	29200000	+	1.24443347887601
chr21-29200000	chr21	29200000	29250000	+	1.26231461851473
chr21-29250000	chr21	29250000	29300000	+	1.19698584327489
chr21-29300000	chr21	29300000	29350000	+	1.05089901455172
chr21-29350000	chr21	29350000	29400000	+	0.697625776476068
chr21-29400000	chr21	29400000	29450000	+	0.39792687965224
chr21-29450000	chr21	29450000	29500000	+	0.152399854786588
chr21-29500000	chr21	29500000	29550000	+	-0.138012280216495
chr21-29550000	chr21	29550000	29600000	+	-0.198339262677614
chr21-29600000	chr21	29600000	29650000	+	-0.306245334872972
chr21-29650000	chr21	29650000	29700000	+	-0.515941689303688
chr21-29700000	chr21	29700000	29750000	+	-0.415069980043429
chr21-29750000	chr21	29750000	29800000	+	-0.404949275086507
chr21-29800000	chr21	29800000	29850000	+	-0.354518652330852
chr21-29850000	chr21	29850000	29900000	+	-0.310737528562701
chr21-29900000	chr21	29900000	29950000	+	-0.533342343364625
chr21-29950000	chr21	29950000	30000000	+	-0.353365661710576
chr21-30000000	chr21	30000000	30050000	+	-0.0562017624395102
chr21-30050000	chr21	30050000	30100000	+	-0.0072228530012605
chr21-30100000	chr21	30100000	30150000	+	0.434050858506313
chr21-30150000	chr21	30150000	30200000	+	0.663818747970689
chr21-30200000	chr21	30200000	30250000	+	0.42784065715593
chr21-30250000	chr21	30250000	30300000	+	0.0176906964800467
chr21-30300000	chr21	30300000	30350000	+	-0.414788483380063
chr21-30350000	chr21	30350000	30400000	+	-0.226031918064298
chr21-30400000	chr21	30400000	30450000	+	-0.257716893513164
chr21-30450000	chr21	30450000	30500000	+	-0.361428686374107
chr21-30500000	chr21	30500000	30550000	+	-0.458420135367362
chr21-30550000	chr21	30550000	30600000	+	-0.59345879594722
chr21-30600000	chr21	30600000	30650000	+	-0.404880602285315
chr21-30650000	chr21	30650000	30700000	+	-0.477856099439005
chr21-30700000	chr21	30700000	30750000	+	-0.613230001220977
chr21-30750000	chr21	30750000	30800000	+	-0.420881939271864
chr21-30800000	chr21	30800000	30850000	+	-0.428640062463471
chr21-30850000	chr21	30850000	30900000	+	-0.262026029803282
chr21-30900000	chr21	30900000	30950000	+	-0.263325354740686
chr21-30950000	chr21	30950000	31000000	+	-0.447824198213986
chr21-31000000	chr21	31000000	31050000	+	-0.504715841286195
chr21-31050000	chr21	31050000	31100000	+	-0.426271199478998
chr21-31100000	chr21	31100000	31150000	+	0.0168333503092017
chr21-31150000	chr21	31150000	31200000	+	0.204989011980541
chr21-31200000	chr21	31200000	31250000	+	0.459945058887793
chr21-31250000	chr21	31250000	31300000	+	0.833360995756074
chr21-31300000	chr21	31300000	31350000	+	1.01976518790345
chr21-31350000	chr21	31350000	31400000	+	0.769862069844964
chr21-31400000	chr21	31400000	31450000	+	0.511908348366024
chr21-31450000	chr21	31450000	31500000	+	0.675823829163195
chr21-31500000	chr21	31500000	31550000	+	0.701888917045841
chr21-31550000	chr21	31550000	31600000	+	0.608830245309962
chr21-31600000	chr21	31600000	31650000	+	0.829519627997364
chr21-31650000	chr21	31650000	31700000	+	1.0210106228824
chr21-31700000	chr21	31700000	31750000	+	0.911635066092876
chr21-31750000	chr21	31750000	31800000	+	0.632217647254995
chr21-31800000	chr21	31800000	31850000	+	0.329445450504071
chr21-31850000	chr21	31850000	31900000	+	0.38299265689589
chr21-31900000	chr21	31900000	31950000	+	0.467391668537594
chr21-31950000	chr21	31950000	32000000	+	0.0212237728107839
chr21-32000000	chr21	32000000	32050000	+	-0.275758319038546
chr21-32050000	chr21	32050000	32100000	+	-0.363907430071503
chr21-32100000	chr21	32100000	32150000	+	-0.22726727782333
chr21-32150000	chr21	32150000	32200000	+	0.0900209188771587
chr21-32200000	chr21	32200000	32250000	+	0.115129560856834
chr21-32250000	chr21	32250000	32300000	+	0.352308559455823
chr21-32300000	chr21	32300000	32350000	+	0.831087866362492
chr21-32350000	chr21	32350000	32400000	+	1.15358817550809
chr21-32400000	chr21	32400000	32450000	+	1.3067543026217
chr21-32450000	chr21	32450000	32500000	+	1.21169271782177
chr21-32500000	chr21	32500000	32550000	+	1.13637920869034
chr21-32550000	chr21	32550000	32600000	+	1.18231086647215
chr21-32600000	chr21	32600000	32650000	+	1.13913458107605
chr21-32650000	chr21	32650000	32700000	+	0.930475126823887
chr21-32700000	chr21	32700000	32750000	+	1.22482930375774
chr21-32750000	chr21	32750000	32800000	+	1.32854433542572
chr21-32800000	chr21	32800000	32850000	+	0.882823054503667
chr21-32850000	chr21	32850000	32900000	+	0.750275206773553
chr21-32900000	chr21	32900000	32950000	+	0.875270321082551
chr21-32950000	chr21	32950000	33000000	+	0.90097710968137
chr21-33000000	chr21	33000000	33050000	+	0.849479707847424
chr21-33050000	chr21	33050000	33100000	+	0.74333294606972
chr21-33100000	chr21	33100000	33150000	+	0.837543542714628
chr21-33150000	chr21	33150000	33200000	+	1.06404878108705
chr21-33200000	chr21	33200000	33250000	+	1.21063905540672
chr21-33250000	chr21	33250000	33300000	+	1.07806047948126
chr21-33300000	chr21	33300000	33350000	+	1.24389237837011
chr21-33350000	chr21	33350000	33400000	+	1.36830110294436
chr21-33400000	chr21	33400000	33450000	+	1.13731516142137
chr21-33450000	chr21	33450000	33500000	+	1.17999544566073
chr21-33500000	chr21	33500000	33550000	+	1.42710737910261
chr21-33550000	chr21	33550000	33600000	+	1.3488794781285
chr21-33600000	chr21	33600000	33650000	+	1.38441466302508
chr21-33650000	chr21	33650000	33700000	+	1.27351132080341
chr21-33700000	chr21	33700000	33750000	+	1.27977146015363
chr21-33750000	chr21	33750000	33800000	+	1.15749376584061
chr21-33800000	chr21	33800000	33850000	+	1.20387276226425
chr21-33850000	chr21	33850000	33900000	+	1.34764460444754
chr21-33900000	chr21	33900000	33950000	+	1.29400112514633
chr21-33950000	chr21	33950000	34000000	+	1.26259527575756
chr21-34000000	chr21	34000000	34050000	+	1.30455154695163
chr21-34050000	chr21	34050000	34100000	+	1.20281691827377
chr21-34100000	chr21	34100000	34150000	+	1.11725814312612
chr21-34150000	chr21	34150000	34200000	+	0.949401610476375
chr21-34200000	chr21	34200000	34250000	+	0.922553045949611
chr21-34250000	chr21	34250000	34300000	+	0.97181546393379
chr21-34300000	chr21	34300000	34350000	+	0.934310598937009
chr21-34350000	chr21	34350000	34400000	+	0.760337939800001
chr21-34450000	chr21	34450000	34500000	+	0.914937708292495
chr21-34500000	chr21	34500000	34550000	+	1.1192876118873
chr21-34550000	chr21	34550000	34600000	+	1.13612269143801
chr21-34600000	chr21	34600000	34650000	+	0.992123902753955
chr21-34650000	chr21	34650000	34700000	+	0.99382329639457
chr21-34700000	chr21	34700000	34750000	+	1.12110300014096
chr21-34750000	chr21	34750000	34800000	+	1.17582667778928
chr21-34800000	chr21	34800000	34850000	+	1.28686542772128
chr21-34850000	chr21	34850000	34900000	+	1.10897606987288
chr21-34900000	chr21	34900000	34950000	+	0.989704131503966
chr21-34950000	chr21	34950000	35000000	+	1.14761361226387
chr21-35000000	chr21	35000000	35050000	+	1.24208631823089
chr21-35050000	chr21	35050000	35100000	+	1.36194607490159
chr21-35100000	chr21	35100000	35150000	+	1.29134713583069
chr21-35150000	chr21	35150000	35200000	+	1.11338899419549
chr21-35200000	chr21	35200000	35250000	+	1.03380524499274
chr21-35250000	chr21	35250000	35300000	+	1.01832849206146
chr21-35300000	chr21	35300000	35350000	+	0.998201777402145
chr21-35350000	chr21	35350000	35400000	+	0.960884170371194
chr21-35400000	chr21	35400000	35450000	+	0.935424163466992
chr21-35450000	chr21	35450000	35500000	+	0.989571917373815
chr21-35500000	chr21	35500000	35550000	+	1.10882748338801
chr21-35550000	chr21	35550000	35600000	+	1.11653930409446
chr21-35600000	chr21	35600000	35650000	+	1.06838011705959
chr21-35650000	chr21	35650000	35700000	+	1.11592145783149
chr21-35700000	chr21	35700000	35750000	+	1.16875514824635
chr21-35750000	chr21	35750000	35800000	+	1.1738490908959
chr21-35800000	chr21	35800000	35850000	+	1.04262091222441
chr21-35850000	chr21	35850000	35900000	+	0.919463111827525
chr21-35900000	chr21	35900000	35950000	+	1.08164251593492
chr21-35950000	chr21	35950000	36000000	+	1.05708309962986
chr21-36000000	chr21	36000000	36050000	+	1.14051370512308
chr21-36050000	chr21	36050000	36100000	+	1.37931535044585
chr21-36100000	chr21	36100000	36150000	+	1.46877034121272
chr21-36150000	chr21	36150000	36200000	+	1.42955835442457
chr21-36200000	chr21	36200000	36250000	+	1.41841325826785
chr21-36250000	chr21	36250000	36300000	+	1.36129154680566
chr21-36300000	chr21	36300000	36350000	+	1.36297504701786
chr21-36350000	chr21	36350000	36400000	+	1.21816010268462
chr21-36400000	chr21	36400000	36450000	+	1.24178884660023
chr21-36450000	chr21	36450000	36500000	+	1.34967040144478
chr21-36500000	chr21	36500000	36550000	+	1.25303036702443
chr21-36550000	chr21	36550000	36600000	+	1.02601219633074
chr21-36600000	chr21	36600000	36650000	+	1.31544167289757
chr21-36650000	chr21	36650000	36700000	+	1.55736828211065
chr21-36700000	chr21	36700000	36750000	+	1.43966463055072
chr21-36750000	chr21	36750000	36800000	+	1.28332861030348
chr21-36800000	chr21	36800000	36850000	+	1.22177718142647
chr21-36850000	chr21	36850000	36900000	+	1.25473501209134
chr21-36900000	chr21	36900000	36950000	+	1.44264160037132
chr21-36950000	chr21	36950000	37000000	+	1.48979430324601
chr21-37000000	chr21	37000000	37050000	+	1.31657960017427
chr21-37050000	chr21	37050000	37100000	+	1.4292295335686
chr21-37100000	chr21	37100000	37150000	+	1.29795573995007
chr21-37150000	chr21	37150000	37200000	+	1.13407059316662
chr21-37200000	chr21	37200000	37250000	+	1.36831459124464
chr21-37250000	chr21	37250000	37300000	+	1.28833574632922
chr21-37300000	chr21	37300000	37350000	+	1.19698964678825
chr21-37350000	chr21	37350000	37400000	+	1.39327616986926
chr21-37400000	chr21	37400000	37450000	+	1.34119435830021
chr21-37450000	chr21	37450000	37500000	+	1.29811445027822
chr21-37500000	chr21	37500000	37550000	+	1.2933128648971
chr21-37550000	chr21	37550000	37600000	+	1.38445489895004
chr21-37600000	chr21	37600000	37650000	+	1.38724709007763
chr21-37650000	chr21	37650000	37700000	+	1.1939087691829
chr21-37700000	chr21	37700000	37750000	+	0.776775344877989
chr21-37750000	chr21	37750000	37800000	+	0.788523715205385
chr21-37800000	chr21	37800000	37850000	+	0.645029740023943
chr21-37850000	chr21	37850000	37900000	+	0.588130431356896
chr21-37900000	chr21	37900000	37950000	+	0.623004478513611
chr21-37950000	chr21	37950000	38000000	+	0.574581366529792
chr21-38000000	chr21	38000000	38050000	+	0.632270852194104
chr21-38050000	chr21	38050000	38100000	+	0.783447435652836
chr21-38100000	chr21	38100000	38150000	+	1.01989954647223
chr21-38150000	chr21	38150000	38200000	+	1.11952696667333
chr21-38200000	chr21	38200000	38250000	+	1.09950941288229
chr21-38250000	chr21	38250000	38300000	+	1.23929002453617
chr21-38300000	chr21	38300000	38350000	+	1.13130947570247
chr21-38350000	chr21	38350000	38400000	+	0.797406227645967
chr21-38400000	chr21	38400000	38450000	+	0.53201715137819
chr21-38450000	chr21	38450000	38500000	+	0.709881091704316
chr21-38500000	chr21	38500000	38550000	+	0.714795640237815
chr21-38550000	chr21	38550000	38600000	+	0.378227520758531
chr21-38600000	chr21	38600000	38650000	+	0.39126756876124
chr21-38650000	chr21	38650000	38700000	+	0.674460706874401
chr21-38700000	chr21	38700000	38750000	+	1.1547210756389
chr21-38750000	chr21	38750000	38800000	+	1.47684948707605
chr21-38800000	chr21	38800000	38850000	+	1.49305764423948
chr21-38850000	chr21	38850000	38900000	+	1.28735958609963
chr21-38900000	chr21	38900000	38950000	+	1.34631589676902
chr21-38950000	chr21	38950000	39000000	+	1.5929584087875
chr21-39000000	chr21	39000000	39050000	+	1.44409948447372
chr21-39050000	chr21	39050000	39100000	+	1.18416170832003
chr21-39100000	chr21	39100000	39150000	+	1.16132833414613
chr21-39150000	chr21	39150000	39200000	+	1.22094005793061
chr21-39200000	chr21	39200000	39250000	+	1.02122106508398
chr21-39250000	chr21	39250000	39300000	+	1.01754790763858
chr21-39300000	chr21	39300000	39350000	+	1.13600463579515
chr21-39350000	chr21	39350000	39400000	+	1.06837362833483
chr21-39400000	chr21	39400000	39450000	+	0.627310425608456
chr21-39450000	chr21	39450000	39500000	+	0.112119017079679
chr21-39500000	chr21	39500000	39550000	+	-0.0654789537643581
chr21-39550000	chr21	39550000	39600000	+	-0.0263836918218952
